"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Screen","Reason","Comment","Screen.Name"
"BBAD8U7I","journalArticle",2017,"Krumhardt, KM; Lovenduski, NS; Iglesias-Rodriguez, MD; Kleypas, JA","Coccolithophore growth and calcification in a changing ocean","PROGRESS IN OCEANOGRAPHY",NA,"0079-6611","10.1016/j.pocean.2017.10.007",NA,"Coccolithophores are the most abundant calcifying phytoplankton in the ocean. These tiny primary producers have an important role in the global carbon cycle, substantially contributing to global ocean calcification, ballasting organic matter to the deep sea, forming part of the marine food web base, and influencing ocean atmosphere CO2 exchange. Despite these important impacts, coccolithophores are not explicitly simulated in most marine ecosystem models and, therefore, their impacts on carbon cycling are not represented in most Earth system models. Here, we compile field and laboratory data to synthesize overarching, across-species relationships between environmental conditions and coccolithophore growth rates and relative calcification (reported as a ratio of particulate inorganic carbon to particulate organic carbon in coccolithophore biomass, PIC/POC). We apply our relationships in a generalized coccolithophore model, estimating current surface ocean coccolithophore growth rates and relative calcification, and projecting how these may change over the 21st century using output from the Community Earth System Model large ensemble. We find that average increases in sea surface temperature of similar to 2-3 degrees C lead to faster coccolithophore growth rates globally (>10% increase) and increased calcification at high latitudes. Roughly an ubiquitous doubling of surface ocean pCO(2) by the end of the century has the potential to moderately stimulate coccolithophore growth rates, but leads to reduced calcification (similar to 25% decrease). Decreasing nutrient availability (from warming-induced increases in stratification) produces increases in relative calcification, but leads to similar to 25% slower growth rates. With all drivers combined, we observe decreases in calcification and growth in most low and mid latitude regions, with possible increases in both of these responses in most high latitude regions. Major limitations of our coccolithophore model stem from a lack of conclusive physiological responses to changes in irradiance (we do not include light limitation in our model), and a lack of physiological data for major coccolithophore species. Species within the Umbellosphaera genus, for example, are dominant in mid to low latitude regions where we predict some of the largest decreases in coccolithophore growth rate and calcification.","2017-12","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"276-295",NA,"",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000418980600018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"TZ5U7CC5","journalArticle",2025,"Liang, X; Raven, JA; Beardall, J; Overmans, S; Xia, JR; Jin, P","The trade-offs associated with the adaptions of marine microalgae to high CO2 and warming","MARINE ENVIRONMENTAL RESEARCH",NA,"0141-1136","10.1016/j.marenvres.2024.106853",NA,"Trade-offs play vital roles in evolutionary theory, linking organism performance to changing environments in the context of global change. Marine microalgae, as one of the most important groups of primary producers in the biosphere, exhibit significant trade-offs across multiple traits in response to environmental changes, such as elevated CO2 (and consequent ocean acidification) and warming. In this review, we synthesize recent findings on the trade-offs associated with both short-term phenotypic acclimation and long-term genotypic adaptation of marine microalgae. Specifically, we discuss distinct classes of trade-offs (i.e., allocation trade-offs, acquisition trade-offs and specialist-generalist trade-offs) between multiple traits, such as growth rate, photosynthesis, nutrient acquisition, and stress tolerance. We also explored the underlying mechanisms driving these trade-offs. Finally, we discuss the broader ecological consequences of these trade-offs, such as potential shifts in species composition and ecosystem functions, and outline key research directions to better predict marine ecosystem responses to future global change scenarios.","2025-02","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"",204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:001363181900001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"5LJ5NYXH","journalArticle",2018,"Li, FT; Beardall, J; Gao, KS","Diatom performance in a future ocean: interactions between nitrogen limitation, temperature, and CO2-induced seawater acidification","ICES JOURNAL OF MARINE SCIENCE",NA,"1054-3139","10.1093/icesjms/fsx239",NA,"Phytoplankton cells living in the surface waters of oceans are experiencing alterations in environmental conditions associated with global change Given their importance in global primary productivity, it is of considerable concern to know how these organisms will perform physiologically under the changing levels of pH, temperatures, and nutrients predicted for future oceanic ecosystems. Here we show that the model diatom, Thalassiosira pseudonana, when grown at different temperatures (20 or 24 degrees C), pCO(2) (400 or 1000 mu atm), and nitrate concentrations (2.5 or102.5 mu moll(1)), displayed contrasting performance in its physiology. Elevated pCO(2) (and hence seawater acidification) under the nitrate-limited conditions led to decreases in specific growth rate, cell size, pigment content, photochemical quantum yield of PSII, and photosynthetic carbon fixation. Furthermore, increasing the temperature exacerbated the negative effects of the seawater acidification associated with elevated pCO(2) on specific growth rate and chlorophyll content under the N-limited conditions These results imply that a reduced upward transport of nutrients due to enhanced stratification associated with ocean warming might act synergistically to reduce growth and carbon fixation by diatoms under progressive ocean acidification, with important ramifications for ocean productivity and the strength of the biological CO2 pump.","2018-07","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"1451-1464",NA,"4",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000439700800022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"BFB7M5DW","journalArticle",2014,"Balch, WM; Bowler, BC; Lubelczyk, LC; Stevens, MW","Aerial extent, composition, bio-optics and biogeochemistry of a massive under-ice algal bloom in the Arctic","DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY",NA,"0967-0645","10.1016/j.dsr2.2014.04.001",NA,"It has been long thought that coccolithophores are a minor component of the phytoplankton assemblage in Arctic waters, with diatoms typically being more dominant. Little is known about how the phytoplankton communities will change, however, as the Arctic warms. We participated in the 2011 Impacts of Climate on EcoSystems and Chemistry of the Arctic Pacific Environment (ICESCAPE) cruise to the western Arctic, performing a combination of discrete measurements (microscopy, calcification, particulate inorganic carbon (PIC), particulate organic carbon (POC), biogenic silica (BSi)) plus continuous surface bio-optical measurements (absorption, scattering, backscattering and acid-labile backscattering; the latter specific for coccolithophores). Here, we report bio-optical and coccolithophore observations from the massive under-ice algal bloom originally described in Arrigo et al. (2012). The most intense portions of the bloom were centered in cold Winter Water and there was evidence for nitrate drawdown in the top 10-20 m with strong penetration of silicate rich water into the surface waters. Surface chlorophyll alpha and particulate absorption at 440 nm approached 30 mu g L-1 and 1.0 m(-1), respectively. Particulate absorption of detritus (alpha(p) at 412 nm) was highly correlated to alpha(p) at 440 nm associated with chlorophyll a and slopes of the absorption spectrum showed that both dissolved and particulate absorption at 412 nm exceeded that at 440 nm, with slopes, S-g, of 0.01 nm(-1). Colored dissolved organic matter fluorescence (FDOM) was high in the bloom but the relative fluorescence yields were low, characteristic of phytoplankton-produced FDOM (as opposed to terrestrially-produced FDOM). Coccolithophore backscattering was elevated in the under-ice bloom, but it only accounted for 10% of the total particle backscattering, relatively low compared to typical subpolar waters further to the south. Total particle scattering was significantly elevated in the under-ice bloom (values of almost 2 m(-1)), likely due to the high abundance of large diatoms. Backscattering probabilities in the bloom were similar to 1%, again characteristic of diatom-dominated populations with few calcifiers. PIC standing stock in the under-ice bloom was low but measurable while biogenic silica molar concentrations were 150 times greater. POC: PON molar ratios were 6-10, characteristic of healthy, rapidly growing phytoplankton, observations further buttressed by carbon:chlorophyll mass ratios of 50-100. Coccolithophore calcification was low but measurable, reaching 1.75 mg C m(-3) d(-1) in the under-ice bloom, only 0.4% of the photosynthesis. However, the intrinsic carbon-specific growth rate was 0.4 per day for bulk POC and similar to 1 per day for bulk PIC, close to maximal growth rates expected at these temperatures. SEM and light microscopy results showed mostly diatoms in the bloom. The coccolithophore, Emiliania huxleyi, was observed, providing unequivocal evidence of the presence of coccolithophores in the under-ice algal bloom. (C) 2014 The Authors. Published by Elsevier Ltd.","2014-07","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"42-58",NA,"",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000338978700004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"UKQPQPKD","journalArticle",2018,"Jin, XB; Liu, CL; Zhang, HR; Zhou, C; Jiang, XY; Wu, ZY; Xu, J","Evolutionary driven of Gephyrocapsa coccolith isotopic vital effects over the past 400 ka","EARTH AND PLANETARY SCIENCE LETTERS",NA,"0012-821X","10.1016/j.epsl.2018.09.010",NA,"Coccolithophores play important roles in marine biochemistry due to the processes of calcification and photosynthesis. Coccoliths are produced intracellularly, and cells produce coccoliths with stable isotopes distinct from theoretically precipitated inorganic calcite due to the influences of coccolithophore physiology, which are the so-called vital effects. The coccolith isotopic vital effects show large variations between species and hamper the use of coccolith isotopes in paleoceanography. In addition, learning the coccolith isotopic vital effects can help to better understand the carbon fractionation in coccolithophore cell, so as to provide a new insight in reconstructing sea water carbonate system (e.g., from alkenone delta C-13 or directly from coccolith delta C-13) in geological past. In the present study, we investigated the morphological parameters, growth rate, and coccolith stable isotope compositions of Gephyrocapsa, the most universal alkenone-producing coccolithophore across the Pleistocene. These data allow us to estimate the influences of Gephyrocapsa morphology as well as the growth rate on coccolith vital effects. The results showed that Gephyrocapsa morphology, as well as coccolith isotopes, varied with species and morphotype changes, which were evolutionarily forced over the past 400 ka. The small Gephyrocapsa morphotypes (G. caribbeanica and Gephyrocapsa <3 mu m) produced more robust coccoliths with relatively heavier isotopes for both carbon and oxygen than that of the larger-sized G. oceanica. The carbon and oxygen vital effects were significantly correlated and showed negative values, suggesting a kinetic effect on bicarbonate formation during calcification. The Gephyrocapsa growth rate showed a glacial-interglacial cyclicality, and had close relations with coccolith isotopic vital effects before MIS 8 when G. oceanica dominated. It is suggested that coccolith isotopic fractionation were influenced by coccolithophore growth rate, however these effects were superimposed on an evolutionary forced coccolithophore (coccolith) size changes. (C) 2018 Elsevier B.V. All rights reserved.","2018-12-01","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"236-247",NA,"",503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000449246100022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"6QED6N3S","journalArticle",2021,"Chan, WY; Oakeshott, JG; Buerger, P; Edwards, OR; van Oppen, MJH","Adaptive responses of free-living and symbiotic microalgae to simulated future ocean conditions","GLOBAL CHANGE BIOLOGY",NA,"1354-1013","10.1111/gcb.15546",NA,"Marine microalgae are a diverse group of microscopic eukaryotic and prokaryotic organisms capable of photosynthesis. They are important primary producers and carbon sinks but their physiology and persistence are severely affected by global climate change. Powerful experimental evolution technologies are being used to examine the potential of microalgae to respond adaptively to current and predicted future conditions, as well as to develop resources to facilitate species conservation and restoration of ecosystem functions. This review synthesizes findings and insights from experimental evolution studies of marine microalgae in response to elevated temperature and/or pCO(2). Adaptation to these environmental conditions has been observed in many studies of marine dinoflagellates, diatoms and coccolithophores. An enhancement in traits such as growth and photo-physiological performance and an increase in upper thermal limit have been shown to be possible, although the extent and rate of change differ between microalgal taxa. Studies employing multiple monoclonal replicates showed variation in responses among replicates and revealed the stochasticity of mutations. The work to date is already providing valuable information on species' climate sensitivity or resilience to managers and policymakers but extrapolating these insights to ecosystem- and community-level impacts continues to be a challenge. We recommend future work should include in situ experiments, diurnal and seasonal fluctuations, multiple drivers and multiple starting genotypes. Fitness trade-offs, stable versus plastic responses and the genetic bases of the changes also need investigating, and the incorporation of genome resequencing into experimental designs will be invaluable.","2021-05","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"1737-1754",NA,"9",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000619846100001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"Z6SZJNVB","journalArticle",2020,"Seifert, M; Rost, B; Trimborn, S; Hauck, J","Meta-analysis of multiple driver effects on marine phytoplankton highlights modulating role ofpCO2","GLOBAL CHANGE BIOLOGY",NA,"1354-1013","10.1111/gcb.15341",NA,"Responses of marine primary production to a changing climate are determined by a concert of multiple environmental changes, for example in temperature, light,pCO(2), nutrients, and grazing. To make robust projections of future global marine primary production, it is crucial to understand multiple driver effects on phytoplankton. This meta-analysis quantifies individual and interactive effects of dual driver combinations on marine phytoplankton growth rates. Almost 50% of the single-species laboratory studies were excluded because central data and metadata (growth rates, carbonate system, experimental treatments) were insufficiently reported. The remaining data (42 studies) allowed for the analysis of interactions ofpCO(2)with temperature, light, and nutrients, respectively. Growth rates mostly respond non-additively, whereby the interaction with increasedpCO(2)profusely dampens growth-enhancing effects of high temperature and high light. Multiple and single driver effects on coccolithophores differ from other phytoplankton groups, especially in their high sensitivity to increasingpCO(2). Polar species decrease their growth rate in response to highpCO(2), while temperate and tropical species benefit under these conditions. Based on the observed interactions and projected changes, we anticipate primary productivity to: (a) first increase but eventually decrease in the Arctic Ocean once nutrient limitation outweighs the benefits of higher light availability; (b) decrease in the tropics and mid-latitudes due to intensifying nutrient limitation, possibly amplified by elevatedpCO(2); and (c) increase in the Southern Ocean in view of higher nutrient availability and synergistic interaction with increasingpCO(2). Growth-enhancing effect of high light and warming to coccolithophores, mainlyEmiliania huxleyi, might increase their relative abundance as long as not offset by acidification. Dinoflagellates are expected to increase their relative abundance due to their positive growth response to increasingpCO(2)and light levels. Our analysis reveals gaps in the knowledge on multiple driver responses and provides recommendations for future work on phytoplankton.","2020-12","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"6787-6804",NA,"12",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000579412800001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"3SDKUUY5","journalArticle",2011,"Boelen, P; de Poll, WHV; van der Strate, HJ; Neven, IA; Beardall, J; Buma, AGJ","Neither elevated nor reduced CO2 affects the photophysiological performance of the marine Antarctic diatom Chaetoceros brevis","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",NA,"0022-0981","10.1016/j.jembe.2011.06.012",NA,"Enhanced or reduced pCO(2) (partial pressure of CO2) may affect the photosynthetic performance of marine microalgae since changes in pCO(2) can influence the activity of carbon concentrating mechanisms, modulate cellular RuBisCO levels or alter carbon uptake efficiency. In the present study we compared the photophysiology of the Antarctic diatom Chaetoceros brevis at two pCO(2) extremes: 750 ppmv (2x ambient) and 190 ppmv (0.5x ambient) CO2. Cultures were acclimated to four irradiance regimes: two regimes simulating deep or shallow vertical mixing, and two regimes mimicking limiting and saturating stable water column conditions. Then, growth rate, pigmentation, RuBisCO large subunit expression. RuBisCO activity, photosynthesis vs irradiance curves, effective quantum yield of PSII (F-v/F-m), and POC were measured. The four irradiance regimes induced a suite of photophysiological responses, ranging from low light acclimation to efficient photoprotection. Growth was reduced under the low constant and the deep mixing regime, compared to the shallow mixing and the stable saturating regime. Low stable irradiance resulted in higher light harvesting pigment concentrations, lower RuBisCO activity and a lower light saturation point (E-k) compared to the other irradiance regimes. Highest RuBisCO activity as well as P-max levels was measured in the shallow mixing regime, which received the highest total daily light dose. Photoprotection by xanthophyll cycling was observed under all irradiance regimes except the low stable irradiance regime, and xanthophyll cycle pool sizes were higher under the dynamic irradiance regimes. For the fluctuating irradiance regimes. E-v/E-m was hardly affected by previous excess irradiance exposure, suggesting minimal PSII damage. No significant differences between the two pCO(2) levels were found, with respect to growth, pigment content and composition, photosynthesis, photoprotection and RuBisCO activity, for all four irradiance regimes. Thus, within the range tested, pCO(2) does not significantly affect the photophysiological performance of C. brevis. (C) 2011 Elsevier B.V. All rights reserved.","2011-09-30","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"38-45",NA,"1-2",406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000294105200006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"XQJ6JC3R","journalArticle",2013,"Kelly, MW; Padilla-Gamiño, JL; Hofmann, GE","Natural variation and the capacity to adapt to ocean acidification in the keystone sea urchin Strongylocentrotus purpuratus","GLOBAL CHANGE BIOLOGY",NA,"1354-1013","10.1111/gcb.12251",NA,"A rapidly growing body of literature documents the potential negative effects of CO2-driven ocean acidification (OA) on marine organisms. However, nearly all this work has focused on the effects of future conditions on modern populations, neglecting the role of adaptation. Rapid evolution can alter demographic responses to environmental change, ultimately affecting the likelihood of population persistence, but the capacity for adaptation will differ among populations and species. Here, we measure the capacity of the ecologically important purple sea urchin Strongylocentrotus purpuratus to adapt to OA, using a breeding experiment to estimate additive genetic variance for larval size (an important component of fitness) under future high-pCO(2)/low-pH conditions. Although larvae reared under future conditions were smaller than those reared under present-day conditions, we show that there is also abundant genetic variation for body size under elevated pCO(2), indicating that this trait can evolve. The observed heritability of size was 0.40 +/- 0.32 (95% CI) under low pCO(2), and 0.50 +/- 0.30 under high-pCO(2) conditions. Accounting for the observed genetic variation in models of future larval size and demographic rates substantially alters projections of performance for this species in the future ocean. Importantly, our model shows that after incorporating the effects of adaptation, the OA-driven decrease in population growth rate is up to 50% smaller, than that predicted by the no-adaptation' scenario. Adults used in the experiment were collected from two sites on the coast of the Northeast Pacific that are characterized by different pH regimes, as measured by autonomous sensors. Comparing results between sites, we also found subtle differences in larval size under high-pCO(2) rearing conditions, consistent with local adaptation to carbonate chemistry in the field. These results suggest that spatially varying selection may help to maintain genetic variation necessary for adaptation to future OA.","2013-08","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"2536-2546",NA,"8",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000328744900020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"9CMWI5CU","journalArticle",2023,"Rigual-Hernández, AS; Langer, G; Sierro, FJ; Bostock, H; Sánchez-Santos, JM; Nodder, SD; Trull, TW; Ballegeer, AM; Moy, AD; Eriksen, R; Makowka, L; Béjard, TM; Rigal-Muñoz, FH; Hernández-Martín, A; Zorita-Viota, M; Flores, JA","Reduction in size of the calcifying phytoplankton Calcidiscus leptoporus to environmental changes between the Holocene and modern Subantarctic Southern Ocean","FRONTIERS IN MARINE SCIENCE",NA,"2296-7745","10.3389/fmars.2023.1159884",NA,"The Subantarctic Zone of the Southern Ocean plays a disproportionally large role on the Earth system. Model projections predict rapid environmental change in the coming decades, including ocean acidification, warming, and changes in nutrient supply which pose a serious risk for marine ecosystems. Yet despite the importance of the Subantarctic Zone, annual and inter-annual time series are extremely rare, leading to important uncertainties about the current state of its ecosystems and hindering predictions of future response to climate change. Moreover, as the longest observational time series available are only a few decades long, it remains unknown whether marine pelagic ecosystems have already responded to ongoing environmental change during the industrial era. Here, we take advantage of multiple sampling efforts - monitoring of surface layer water properties together with sediment trap, seafloor sediment and sediment core sampling - to reconstruct the modern and pre-industrial state of the keystone calcifying phytoplankton Calcidiscus leptoporus, central to the global marine carbonate cycle. Morphometric measurements reveal that modern C. leptoporus coccoliths are 15% lighter and 25% smaller than those preserved in the underlying Holocene-aged sediments. The cumulative effect of multiple environmental factors appears responsible for the coccolith size variations since the Last Deglaciation, with warming and ocean acidification most likely playing a predominant role during the industrial era. Notably, extrapolation of our results suggests a future reduction in cell and coccolith size which will have a negative impact on the efficiency of the biological pump in the Southern Ocean through a reduction of carbonate ballasting. Lastly, our results tentatively suggest that C. leptoporus coccolith size could be used as a palaeo-proxy for growth rate. Future culture experiments will be needed to test this hypothesis.","2023-06-22","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:001020005700001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"SFDERQP9","journalArticle",2024,"Zhang, WP; Wei, H; Zhang, SY; Zhang, SF; Zhou, Y; Sun, WJ; Lee, JS; Wang, MH; Wang, DZ","Elevated temperature as the dominant stressor on the harmful algal bloom-causing dinoflagellate Prorocentrum obtusidens in a future ocean scenario","SCIENCE OF THE TOTAL ENVIRONMENT",NA,"0048-9697","10.1016/j.scitotenv.2024.175946",NA,"Marine dinoflagellates are increasingly affected by ongoing global climate changes. While understanding of their physiological and molecular responses to individual stressors anticipated in the future ocean has improved, their responses to multiple concurrent stressors remain poorly understood. Here, we investigated the individual and combined effects of elevated temperature (26 degrees C relative to 22 degrees C), increased p CO 2 (1000 mu atm relative to 400 mu atm), and high nitrogen: phosphorus ratio (180:1 relative to 40:1) on a harmful algal bloom-causing dinoflagellate Prorocentrum obtusidens under short-term (28 days) exposure. Elevated temperature was the most dominant stressor affecting P. obtusidens at physiological and transcriptomic levels. It significantly increased cell growth rate and maximum photosynthetic efficiency (Fv/Fm), but reduced chlorophyll a , particulate organic carbon, particulate organic nitrogen, and particulate organic phosphorus. Elevated temperature also interacted with other stressors to produce synergistic positive effects on cell growth and Fv/Fm. Transcriptomic analysis indicated that elevated temperature promoted energy production by enhancing glycolysis, tricarboxylic acid cycle, and nitrogen and carbon assimilation, which supported rapid cell growth but reduced material storage. Increased p CO 2 enhanced the expression of genes involved in ionic acid-base regulation and oxidative stress resistance, whereas a high N:P ratio inhibited photosynthesis, compromising cell viability, although the effect was alleviated by elevated temperature. The combined effect of these multiple stressors resulted in increased energy metabolism and up-regulation of material-synthesis pathways compared to the effect caused by elevated temperature alone. Our results underscore ocean warming as the predominant stressor for dinoflagellates and highlight the complex, synergistic effects of multi-stressors on dinoflagellates.","2024-11-20","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"",NA,"",952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:001308620600001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reject","No reason given","No comments given","Hannah"
"XAZ6Y4IL","journalArticle",2011,"Fiorini, S; Middelburg, JJ; Gattuso, JP","Effects of elevated CO2 partial pressure and temperature on the coccolithophore Syracosphaera pulchra","AQUATIC MICROBIAL ECOLOGY",NA,"0948-3055","10.3354/ame01520",NA,"The effects of elevated partial pressure of CO2 (pCO(2)) and temperature on the coccolithophore Syracosphaera pulchra were investigated in isolation and in combination. Both the diploid and the haploid life stages were studied. Batch cultures were grown under 4 conditions: 400 mu atm and 19 degrees C; 400 mu atm and 22 degrees C; 740 mu atm and 19 degrees C; and 740 mu atm and 22 degrees C. The growth rate (mu) significantly increased under elevated pCO(2) only in the haploid stage and showed a different pattern with respect to temperature: it was higher at an elevated temperature in the haploid stage at 400 mu atm whereas it decreased in the diploid stage at 740 mu atm. Increasing both parameters together increased the growth rate by 11 % in the haploid stage only. Elevated pCO(2) had a negative impact on the content of particulate organic carbon (POC), production and cell size in both life stages at 19 degrees C, while no significant effect was observed at 22 degrees C. Increasing temperature significantly increased the content of POC and production in the diploid stage at 740 mu atm, while at 400 mu atm it significantly decreased both the content of POC and production in the haploid stage. A simultaneous increase in pCO(2) and temperature had a negative effect on the content of POC and production in the haploid stage only. Neither the rate of calcification (production of particulate inorganic carbon, PIC) nor the PIC:POC ratio were significantly affected by elevated pCO(2), temperature or their interaction. These results showed a strong interactive effect between pCO(2) and temperature in affecting the physiology of S. pulchra, an effect that was often more pronounced in the haploid life stage. Elevated pCO(2) had a stronger effect than temperature.","2011","2025-03-12 16:36:15","2025-03-12 16:36:15",NA,"221-232",NA,"3",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000296265000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accept","No reason given","No comments given","Hannah"
